--- System Email/SMS Logs (Last 100) ---
[2026-06-14T00:05:00.299Z] ID: 245 | Channel: EMAIL | Type: retailer-daily-report | To: gisozi.retailer@big.co.rw | Status: SENT | Err: None
[2026-06-11T05:28:29.194Z] ID: 187 | Channel: EMAIL | Type: suspicious-activity | To: gisozi.retailer@big.co.rw | Status: SENT | Err: None
[2026-06-11T05:27:33.862Z] ID: 186 | Channel: EMAIL | Type: suspicious-activity | To: gisozi.retailer@big.co.rw | Status: SENT | Err: None
[2026-06-11T00:00:02.452Z] ID: 185 | Channel: EMAIL | Type: SYSTEM_DAILY_REPORT | To: info@big.co.rw | Status: SENT | Err: None
[2026-06-10T17:26:44.760Z] ID: 184 | Channel: EMAIL | Type: suspicious-activity | To: retailer@bigcompany.rw | Status: SENT | Err: None
[2026-06-10T00:18:42.310Z] ID: 183 | Channel: EMAIL | Type: suspicious-activity | To: retailer@bigcompany.rw | Status: SENT | Err: None
[2026-06-10T00:00:01.199Z] ID: 182 | Channel: EMAIL | Type: SYSTEM_DAILY_REPORT | To: info@big.co.rw | Status: SENT | Err: None
[2026-06-09T22:40:31.324Z] ID: 181 | Channel: EMAIL | Type: suspicious-activity | To: retailer@bigcompany.rw | Status: SENT | Err: None
[2026-06-09T22:27:18.847Z] ID: 180 | Channel: EMAIL | Type: suspicious-activity | To: retailer@bigcompany.rw | Status: SENT | Err: None
[2026-06-09T21:31:39.784Z] ID: 179 | Channel: EMAIL | Type: SYSTEM_ALERT | To: admin@big.co.rw | Status: SENT | Err: None
[2026-06-09T21:13:40.159Z] ID: 178 | Channel: EMAIL | Type: wholesaler-failed-login | To: gisozi.wholesaler@big.co.rw | Status: SENT | Err: None
[2026-06-09T21:12:25.579Z] ID: 177 | Channel: EMAIL | Type: wholesaler-failed-login | To: gisozi.wholesaler@big.co.rw | Status: SENT | Err: None
[2026-06-09T21:09:15.214Z] ID: 176 | Channel: EMAIL | Type: wholesaler-registration | To: gisozi.wholesaler@big.co.rw | Status: SENT | Err: None
[2026-06-09T21:00:58.240Z] ID: 175 | Channel: EMAIL | Type: failed-login | To: gisozi.retailer@big.co.rw | Status: SENT | Err: None
[2026-06-09T20:59:47.064Z] ID: 174 | Channel: EMAIL | Type: failed-login | To: gisozi.retailer@big.co.rw | Status: SENT | Err: None
[2026-06-09T20:59:03.947Z] ID: 173 | Channel: EMAIL | Type: failed-login | To: gisozi.retailer@big.co.rw | Status: SENT | Err: None
[2026-06-09T20:58:30.260Z] ID: 172 | Channel: EMAIL | Type: failed-login | To: gisozi.retailer@big.co.rw | Status: SENT | Err: None
[2026-06-09T20:43:06.554Z] ID: 171 | Channel: EMAIL | Type: retailer-registration | To: gisozi.retailer@big.co.rw | Status: SENT | Err: None
[2026-06-09T19:55:57.179Z] ID: 170 | Channel: EMAIL | Type: suspicious-activity | To: retailer@bigcompany.rw | Status: SENT | Err: None
[2026-06-09T19:52:32.910Z] ID: 169 | Channel: EMAIL | Type: suspicious-activity | To: retailer@bigcompany.rw | Status: SENT | Err: None
[2026-06-09T19:43:48.846Z] ID: 168 | Channel: EMAIL | Type: RETAILER_ORDER_CONFIRMATION | To: retailer@bigcompany.rw | Status: SENT | Err: None
[2026-06-09T19:40:08.202Z] ID: 167 | Channel: EMAIL | Type: RETAILER_ORDER_CONFIRMATION | To: retailer@bigcompany.rw | Status: SENT | Err: None
[2026-06-09T19:32:01.608Z] ID: 166 | Channel: EMAIL | Type: wholesaler-suspicious-activity | To: wholesaler@bigcompany.rw | Status: SENT | Err: None
[2026-06-09T19:31:28.816Z] ID: 165 | Channel: EMAIL | Type: suspicious-activity | To: retailer@bigcompany.rw | Status: SENT | Err: None
[2026-06-09T00:00:01.283Z] ID: 164 | Channel: EMAIL | Type: SYSTEM_DAILY_REPORT | To: info@big.co.rw | Status: SENT | Err: None
[2026-06-08T00:00:01.662Z] ID: 163 | Channel: EMAIL | Type: SYSTEM_DAILY_REPORT | To: info@big.co.rw | Status: SENT | Err: None
[2026-06-06T00:00:01.446Z] ID: 162 | Channel: EMAIL | Type: SYSTEM_DAILY_REPORT | To: info@big.co.rw | Status: SENT | Err: None
[2026-06-05T06:12:28.282Z] ID: 161 | Channel: EMAIL | Type: wholesaler-suspicious-activity | To: wholesaler@bigcompany.rw | Status: SENT | Err: None
[2026-06-05T06:10:03.029Z] ID: 160 | Channel: EMAIL | Type: suspicious-activity | To: retailer@bigcompany.rw | Status: SENT | Err: None
[2026-06-05T05:13:01.891Z] ID: 159 | Channel: EMAIL | Type: suspicious-activity | To: retailer@bigcompany.rw | Status: SENT | Err: None
[2026-06-05T00:00:00.357Z] ID: 158 | Channel: EMAIL | Type: SYSTEM_DAILY_REPORT | To: info@big.co.rw | Status: SENT | Err: None
[2026-06-04T16:42:36.191Z] ID: 157 | Channel: EMAIL | Type: suspicious-activity | To: retailer@bigcompany.rw | Status: SENT | Err: None
[2026-06-04T16:26:55.999Z] ID: 156 | Channel: EMAIL | Type: wholesaler-suspicious-activity | To: wholesaler@bigcompany.rw | Status: SENT | Err: None
[2026-06-04T16:23:18.916Z] ID: 155 | Channel: EMAIL | Type: suspicious-activity | To: retailer@bigcompany.rw | Status: SENT | Err: None
[2026-06-04T13:24:41.049Z] ID: 154 | Channel: EMAIL | Type: wholesaler-suspicious-activity | To: wholesaler@bigcompany.rw | Status: SENT | Err: None
[2026-06-04T13:22:16.639Z] ID: 153 | Channel: EMAIL | Type: suspicious-activity | To: retailer@bigcompany.rw | Status: SENT | Err: None
[2026-06-04T13:21:57.787Z] ID: 152 | Channel: EMAIL | Type: order-accepted | To: retailer@bigcompany.rw | Status: SENT | Err: None
[2026-06-04T13:21:32.965Z] ID: 151 | Channel: EMAIL | Type: wholesaler-suspicious-activity | To: wholesaler@bigcompany.rw | Status: SENT | Err: None
[2026-06-04T13:21:10.410Z] ID: 150 | Channel: EMAIL | Type: suspicious-activity | To: retailer@bigcompany.rw | Status: SENT | Err: None
[2026-06-04T13:20:20.714Z] ID: 149 | Channel: EMAIL | Type: suspicious-activity | To: retailer@bigcompany.rw | Status: SENT | Err: None
[2026-06-04T13:19:41.637Z] ID: 148 | Channel: EMAIL | Type: low-wallet-balance | To: retailer@bigcompany.rw | Status: SENT | Err: None
[2026-06-04T13:19:41.202Z] ID: 147 | Channel: EMAIL | Type: retailer-order-request | To: wholesaler@bigcompany.rw | Status: SENT | Err: None
[2026-06-04T13:11:55.202Z] ID: 146 | Channel: EMAIL | Type: wholesaler-suspicious-activity | To: wholesaler@bigcompany.rw | Status: SENT | Err: None
